invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-52410200011,10/25/2022,5666,COSTCO WHOLESALE #1325 / DAVENPORT,2790 E 53RD ST,DAVENPORT,52807,POINT(-90.533939 41.57483),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,35,BACARDI USA INC,16562,ANGELS ENVY BOURBON PORT FINISHED,6,750,24.5,36.75,24,882,18,4.75
INV-59514900011,6/19/2023,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.594780971 41.554268986),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,35,BACARDI USA INC,16562,ANGELS ENVY BOURBON PORT FINISHED,6,750,25.99,38.99,24,935.76,18,4.75
INV-43629700021,1/10/2022,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530439 41.642724),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12,750,16.5,24.75,24,594,18,4.75
INV-42913600007,12/15/2021,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT(-96.420193 42.510535),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12,750,16.5,24.75,24,594,18,4.75
INV-34053900021,2/5/2021,3691,TARGET STORE T-1791 / URBANDALE,11148 PLUM DR,URBANDALE,50322.0,POINT(-93.769776 41.646972),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,260.0,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12,750,16.5,24.75,24,594,18,4.75
INV-50085500012,8/5/2022,3872,TARGET STORE T-0086 / DUBUQUE,3500 DODGE ST,DUBUQUE,52003.0,POINT(-90.722078 42.491907),,DUBUQUE,1011200.0,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12,750,17.49,26.24,24,629.76,18,4.75
INV-30785700007,10/6/2020,3814,COSTCO WHOLESALE #788 / WDM,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266.0,POINT(-93.806489 41.561342),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,15,22.5,24,540,18,4.75
INV-53514100020,11/30/2022,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,POINT(-90.62336 41.56015),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,259,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,16.5,24.75,24,594,18,4.75
INV-53527400031,11/30/2022,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,POINT(-92.8993 41.39695),,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,259,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,16.5,24.75,24,594,18,4.75
INV-22678900066,10/21/2019,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,15,22.5,24,539.04,18,4.75
INV-34443900022,2/19/2021,4092,FAREWAY STORES #077 / NORWALK,1711 SUNSET DR,NORWALK,50211.0,POINT(-93.675528 41.483259),91,WARREN,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,17956,EVAN WILLIAMS BLACK,12,750,8,12,24,288,18,4.75
INV-34098400118,2/8/2021,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,259.0,HEAVEN HILL BRANDS,18116,EVAN WILLIAMS BLACK PET,12,750,8,12,24,288,18,4.75
INV-22303700066,10/3/2019,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009.0,POINT(-93.465301 41.644041),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,434.0,LUXCO INC,18196,EZRA BROOKS SOUR MASH BOURBON,12,750,7.5,11.25,24,270,18,4.75
INV-24909200064,1/30/2020,2248,INGERSOLL LIQUOR AND BEVERAGE,3500 INGERSOLL AVE,DES MOINES,50312.0,POINT(-93.664182 41.586319),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,184.0,FOUR ROSES DISTILLERY,18352,FOUR ROSES YELLOW LABEL,12,750,11.84,17.76,24,426.24,18,4.75
INV-47135900015,5/5/2022,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596756 41.553941),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18352,FOUR ROSES BOURBON,12,750,12.5,18.75,24,450,18,4.75
INV-22898400081,10/30/2019,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,184.0,FOUR ROSES DISTILLERY,18352,FOUR ROSES YELLOW LABEL,12,750,11.84,17.76,24,426.24,18,4.75
INV-21640500055,9/3/2019,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.530463 41.642764),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18352,FOUR ROSES YELLOW LABEL,12,750,11.84,17.76,24,426.24,18,4.75
INV-47227500018,5/9/2022,4677,COSTCO WHOLESALE #1111 / CORALVILLE,2900 HEARTLAND DR,CORALVILLE,52241.0,POINT(-91.616243 41.697174),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,184,FOUR ROSES DISTILLERY,18352,FOUR ROSES BOURBON,12,750,12.5,18.75,24,450,18,4.75
INV-15531000081,11/6/2018,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703,POINT(-92.337583 42.530476),7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,500,5.4,8.1,36,291.6,18,4.75
INV-18391400001,3/27/2019,5264,CASEY'S GENERAL STORE # 2177/MITCHEL,"309, CENTER AVE",MITCHELLVILLE,50169,POINT(-93.358095 41.663434),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-21799700058,9/10/2019,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT(-93.854477 41.615059),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-39770000009,9/2/2021,4105,FAREWAY STORES #426 / NEVADA,1505 SOUTH B AVE,NEVADA,50201.0,POINT(-93.439899 42.009797),85,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,11,16.5,24,378,18,4.75
INV-32919100038,12/22/2020,4189,FAREWAY STORES #594 / MANCHESTER,109 EAST MARION ST,MANCHESTER,52057.0,POINT(-91.457225 42.48217),28,DELAWARE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-48892800009,7/5/2022,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.701581 42.030129),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,11,16.5,24,396,18,4.75
INV-39786600018,9/3/2021,4678,FAREWAY STORES #124 / ADEL,804 NILE KINNICK DR,ADEL,50003.0,POINT(-94.016796 41.61025),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,11,16.5,24,378,18,4.75
INV-35499000024,4/1/2021,5432,"BRICK STREET MARKET, LLC",114 BRICK STREET,BONDURANT,50035.0,POINT(-93.461564 41.689492),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-27385400016,5/20/2020,2543,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501.0,POINT(-92.438463 41.01558),90,WAPELLO,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-19658100035,5/29/2019,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT(-96.417783 42.519886),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-44478400057,2/7/2022,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT(-91.591906 41.682347),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,11,16.5,24,396,18,4.75
INV-20310000034,7/1/2019,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT(-93.602372 41.526289),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378,18,4.75
INV-30830300006,10/7/2020,2653,HY-VEE WINE AND SPIRITS / WASHINGTON,1004 W MADISON ST,WASHINGTON,52353.0,POINT(-91.704567 41.296576),92,WASHINGTON,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378,18,4.75
INV-46438700050,4/13/2022,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,POINT(-91.518868 41.676095),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,11,16.5,24,396,18,4.75
INV-44743800005,2/15/2022,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596756 41.553941),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19227,KNOB CREEK,6,1000,26,39,18,702,18,4.75
INV-59730300008,6/26/2023,5873,WEST D LIQUORS,5014 EP TRUE PKWY,WEST DES MOINES,50265.0,POINT(-93.772460974 41.571116988),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18,27,24,648,18,4.75
INV-38494000046,7/20/2021,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,17.5,26.25,24,630,18,4.75
INV-55588700002,2/6/2023,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,POINT(-90.62336 41.56015),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18,27,24,648,18,4.75
INV-36673900059,5/17/2021,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,POINT(-93.808855 41.598515),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,17.5,26.25,24,630,18,4.75
INV-60068000012,7/7/2023,2515,HY-VEE FOOD STORE #1 (1410) / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.238599958 43.14966099),,CERRO GORDO,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,20116,OLD GRAND DAD 114PRF,12,750,13.84,20.76,24,498.24,18,4.75
INV-30681600047,10/1/2020,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT(-91.606271 41.721438),52,JOHNSON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,65.0,JIM BEAM BRANDS,20920,OLD TUB,12,750,11,16.5,24,396,18,4.75
INV-61725600005,8/29/2023,4985,CASEY'S GENERAL STORE #2519 / MERRILL,101 FIRST ST,MERRILL,51038,POINT(-96.24852496 42.717209981),,PLYMOUTH,1011200.0,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21493,SILK & GOLD BOURBON,12,750,5.33,8,24,192,18,4.75
INV-61640000006,8/25/2023,6004,CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,201 E ACCESS RD,COLUMBUS JUNCTION,52738.0,POINT(-91.357046008 41.279406013),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21493,SILK & GOLD BOURBON,12,750,5.33,8,24,192,18,4.75
INV-33004100010,12/26/2020,4246,FAREWAY STORES #938 / SHENANDOAH,1007 S FREMONT ST,SHENANDOAH,51601.0,,73,PAGE,1011200.0,STRAIGHT BOURBON WHISKIES,619.0,CAMPARI AMERICA,22156,WILD TURKEY 101,12,750,14,21,24,504,18,4.75
INV-44418300092,2/3/2022,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18,4.75
INV-42716300001,12/8/2021,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,POINT(-90.539056 41.80989),23,CLINTON,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18,4.75
INV-53978500018,12/14/2022,2502,HY-VEE WINE AND SPIRITS (1022) / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POINT(-93.60044 41.73464),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,23,34.5,24,828,18,4.75
INV-22447600085,10/10/2019,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.673222 41.600361),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18,4.75
INV-60475000035,7/19/2023,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.659756597 42.011473515),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,23.5,35.25,24,846,18,4.75
INV-25963100083,3/17/2020,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT(-96.420193 42.510535),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22217,WOODFORD RESERVE,6,1000,26.49,39.74,18,715.32,18,4.75
INV-29165300004,8/3/2020,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22217,WOODFORD RESERVE,6,1000,26.49,39.74,18,715.32,18,4.75
INV-15370200025,10/30/2018,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT(-93.854477 41.615059),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,22244,YELLOWSTONE SELECT,6,750,20,30,24,720,18,4.75
INV-55580100009,2/6/2023,2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT(-93.64495 41.54275),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,22244,YELLOWSTONE SELECT,6,750,20,30,24,720,18,4.75
INV-25801300058,3/11/2020,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501.0,POINT(-95.8792 41.238092),78,POTTAWATTAMIE,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22784,BEAMS 8 STAR BL WHISKEY,24,375,2.09,3.14,48,150.72,18,4.75
INV-36457100024,5/7/2021,4472,QUICK SHOP FOODS / CENTERVILLE,1023 SOUTH MAIN,CENTERVILLE,52544.0,POINT(-92.874182 40.724175),4,APPANOOSE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,22784,BEAMS 8 STAR BL WHISKEY,24,375,2.09,3.14,48,150.72,18,4.75
INV-20873200028,7/26/2019,4997,DOWNTOWN PANTRY,"218, 6TH AVE #101",DES MOINES,50309,POINT(-93.62452 41.585651),77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22786,BEAM'S 8 STAR BL WHISKEY,12,750,4,6,24,144,18,4.75
INV-28131600087,6/19/2020,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302.0,POINT(-91.605094 42.033366),57,LINN,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126,18,4.75
INV-37461700012,6/14/2021,5481,TOBACCO OUTLET & LIQUOR,1545 1ST AVE SE,CEDAR RAPIDS,52402.0,POINT(-91.650633 41.989033),57,LINN,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126,18,4.75
INV-30651400036,9/30/2020,3525,WINES AND SPIRITS,106 W 2ND ST,WASHINGTON,52353.0,POINT(-91.692214 41.300399),92,WASHINGTON,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126,18,4.75
INV-14332500011,9/10/2018,2507,HY-VEE FOOD STORE #1 / BURLINGTON,939 ANGULAR,BURLINGTON,52601,POINT(-91.110752 40.801889),29,DES MOINES,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126,18,4.75
INV-42115200015,11/18/2021,6197,MOUNT PLEASANT FOOD & LIQUOR / MT PLEASANT,309 W. WASHINGTON ST.,MT PLEASANT,52641.0,POINT(-91.557126 40.965832),44,HENRY,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126,18,4.75
INV-21976900001,9/17/2019,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103.0,POINT(-96.419074 42.503495),97,WOODBURY,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18,4.75
INV-53768700031,12/7/2022,4793,FORT MADISON FAST BREAK,5002 AVENUE O,FORT MADISON,52627,POINT(-91.37742 40.62408),,LEE,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18,4.75
INV-55772900006,2/10/2023,5515,FINE LIQUOR & TOBACCO,821 ALBIA RD STE B,OTTUMWA,52501,POINT(-92.43351 41.00844),,WAPELLO,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18,4.75
INV-28778400065,7/17/2020,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483701 41.552338),82,SCOTT,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23826,FIVE STAR,12,750,3.5,5.25,24,126,18,4.75
INV-36368000060,5/5/2021,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503.0,POINT(-95.836515 41.270824),78,POTTAWATTAMIE,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23826,FIVE STAR,12,750,3.5,5.25,24,126,18,4.75
INV-36638400101,5/14/2021,2506,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601.0,POINT(-91.136655 40.814666),29,DES MOINES,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,24466,KESSLER BLEND WHISKEY PET,12,750,5.51,8.27,24,198.48,18,4.75
INV-26028200015,3/20/2020,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002.0,POINT(-90.741064 42.516633),31,DUBUQUE,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,24466,KESSLER BLEND WHISKEY PET,12,750,5.51,8.27,24,198.48,18,4.75
INV-34567300023,2/24/2021,5483,TIGER MART,708 MAIN,GRISWOLD,51535.0,POINT(-95.139163 41.234727),15,CASS,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,24466,KESSLER BLEND WHISKEY PET,12,750,5.51,8.27,24,198.48,18,4.75
INV-37003400001,5/27/2021,6019,CASEY'S GENERAL STORE #3888 / ANKENY,1024 E 1ST ST,ANKENY,50021.0,POINT(-93.581597 41.731869),77,POLK,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25606,SEAGRAMS 7 CROWN,12,750,7.5,11.25,24,270,18,4.75
INV-52061500021,10/13/2022,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703,POINT(-92.337583 42.530476),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,26370,JIM BEAM ORANGE,12,750,11,16.5,24,396,18,4.75
INV-56499800025,3/8/2023,3549,QUICKER LIQUOR STORE,1414 48TH ST,FORT MADISON,52627,POINT(-91.37319 40.62423),,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,26370,JIM BEAM ORANGE,12,750,11,16.5,24,396,18,4.75
INV-48126200002,6/7/2022,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR.,WEST DES MOINES,50266,POINT(-93.75351 41.59768),77,POLK,1012300.0,SINGLE MALT SCOTCH,125,CEDAR RIDGE VINEYARDS LL,26474,CEDAR RIDGE QUINTESSENTIAL AMERICAN SINGLE MALT,6,750,29.84,44.76,24,1074.24,18,4.75
INV-42767500001,12/10/2021,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266.0,POINT(-93.809473 41.563571),25,DALLAS,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26586,GENTLEMAN JACK,12,750,20.01,30.02,24,720.48,18,4.75
INV-25048500071,2/6/2020,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,,77,POLK,1011100.0,BLENDED WHISKIES,626,RED BOOT DISTILLERY,26757,BLUE OX AMERICAN SPIRIT WHISKEY,12,750,5,7.5,24,180,18,4.75
INV-37674800005,6/21/2021,9031,LONELY OAK DISTILLERY,1833 ELMWOOD RD,EARLING,51530.0,POINT(-95.479709 41.770879),83,SHELBY,1011200.0,STRAIGHT BOURBON WHISKIES,325,LONELY OAK DISTILLERY,26814,STEEPLE RIDGE BOURBON,6,750,20.5,30.75,24,738,18,4.75
INV-18993000002,4/26/2019,5395,YESWAY STORE #1037/ GRIMES,1905 SE 37TH STREET,GRIMES,50111,POINT(-93.773947 41.658535),77,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,500,9.06,13.59,36,489.24,18,4.75
INV-51926200040,10/7/2022,5342,CASEY'S GENERAL STORE # 3509/ CARTER LAKE,1650 E LOCUST ST,CARTER LAKE,51510,POINT(-95.91012 41.28493),,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26824,JACK DANIELS OLD #7 BLACK LABEL SQUARE,24,375,8,12,48,576,18,4.75
INV-50414400001,8/17/2022,3626,WAL-MART 2714 / SPENCER,500  11TH ST,SPENCER,51301,POINT(-95.152483 43.126816),,CLAY,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18,4.75
INV-36208900015,4/28/2021,3521,AMERISTAR CASINO / COUNCIL BLUFFS,2200 RIVER ROAD,COUNCIL BLUFFS,51501.0,POINT(-95.909384 41.242291),78,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
INV-14199800003,8/31/2018,4578,CASEY'S GENERAL STORE #2592 / FARMINGTON,201 S 4TH ST,FARMINGTON,52626,POINT(-91.740069 40.639743),89,VAN BUREN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LBL,12,750,15.57,23.36,24,560.64,18,4.75
INV-28325700006,6/29/2020,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT(-93.602372 41.526289),77,POLK,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
INV-50472300001,8/19/2022,3632,WAL-MART 2004 / DUBUQUE,4200 DODGE ST,DUBUQUE,52003,POINT(-90.73647 42.489179),,DUBUQUE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18,4.75
INV-15492300001,11/5/2018,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,48,IOWA,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LBL,12,750,15.57,23.36,24,560.64,18,4.75
INV-56804500023,3/20/2023,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,POINT(-90.51377 41.57494),,SCOTT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18,4.75
INV-42740500052,12/9/2021,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
